epoca,error,norma_W1,norma_W2
699.000000,0.212950,0.682516,7.982200
700.000000,0.212541,0.682600,7.983737
701.000000,0.212133,0.682684,7.985272
702.000000,0.211727,0.682767,7.986804
703.000000,0.211322,0.682851,7.988333
704.000000,0.210918,0.682934,7.989859
705.000000,0.210516,0.683018,7.991383
706.000000,0.210115,0.683101,7.992904
707.000000,0.209716,0.683184,7.994423
708.000000,0.209318,0.683267,7.995938
709.000000,0.208922,0.683349,7.997451
710.000000,0.208527,0.683432,7.998962
711.000000,0.208133,0.683515,8.000469
712.000000,0.207741,0.683597,8.001975
713.000000,0.207350,0.683679,8.003477
714.000000,0.206961,0.683761,8.004977
715.000000,0.206572,0.683843,8.006474
716.000000,0.206186,0.683925,8.007969
717.000000,0.205800,0.684007,8.009461
718.000000,0.205416,0.684089,8.010950
719.000000,0.205033,0.684170,8.012437
720.000000,0.204652,0.684252,8.013921
721.000000,0.204272,0.684333,8.015403
722.000000,0.203893,0.684414,8.016882
723.000000,0.203516,0.684495,8.018359
724.000000,0.203139,0.684576,8.019833
725.000000,0.202765,0.684657,8.021305
726.000000,0.202391,0.684738,8.022774
727.000000,0.202019,0.684818,8.024240
728.000000,0.201648,0.684899,8.025704
729.000000,0.201278,0.684979,8.027166
730.000000,0.200909,0.685060,8.028625
731.000000,0.200542,0.685140,8.030081
732.000000,0.200176,0.685220,8.031536
733.000000,0.199811,0.685300,8.032987
734.000000,0.199448,0.685379,8.034436
735.000000,0.199086,0.685459,8.035883
736.000000,0.198725,0.685539,8.037327
737.000000,0.198365,0.685618,8.038769
738.000000,0.198006,0.685697,8.040209
739.000000,0.197649,0.685777,8.041646
740.000000,0.197293,0.685856,8.043080
741.000000,0.196938,0.685935,8.044512
742.000000,0.196584,0.686014,8.045942
743.000000,0.196231,0.686092,8.047370
744.000000,0.195880,0.686171,8.048795
745.000000,0.195530,0.686250,8.050217
746.000000,0.195181,0.686328,8.051638
747.000000,0.194833,0.686406,8.053056
748.000000,0.194486,0.686484,8.054471
749.000000,0.194140,0.686563,8.055885
750.000000,0.193796,0.686641,8.057295
751.000000,0.193452,0.686718,8.058704
752.000000,0.193110,0.686796,8.060110
753.000000,0.192769,0.686874,8.061514
754.000000,0.192429,0.686951,8.062916
755.000000,0.192090,0.687029,8.064315
756.000000,0.191753,0.687106,8.065712
757.000000,0.191416,0.687183,8.067107
758.000000,0.191081,0.687261,8.068500
759.000000,0.190746,0.687338,8.069890
760.000000,0.190413,0.687414,8.071278
761.000000,0.190081,0.687491,8.072664
762.000000,0.189750,0.687568,8.074047
763.000000,0.189420,0.687644,8.075429
764.000000,0.189091,0.687721,8.076808
765.000000,0.188763,0.687797,8.078184
766.000000,0.188436,0.687874,8.079559
767.000000,0.188110,0.687950,8.080931
768.000000,0.187785,0.688026,8.082301
769.000000,0.187462,0.688102,8.083669
770.000000,0.187139,0.688178,8.085035
771.000000,0.186817,0.688253,8.086399
772.000000,0.186497,0.688329,8.087760
773.000000,0.186177,0.688404,8.089119
774.000000,0.185859,0.688480,8.090476
775.000000,0.185541,0.688555,8.091831
776.000000,0.185225,0.688630,8.093184
777.000000,0.184909,0.688706,8.094535
778.000000,0.184595,0.688781,8.095883
779.000000,0.184281,0.688855,8.097229
780.000000,0.183969,0.688930,8.098574
781.000000,0.183657,0.689005,8.099916
782.000000,0.183347,0.689080,8.101256
783.000000,0.183037,0.689154,8.102594
784.000000,0.182729,0.689228,8.103929
785.000000,0.182421,0.689303,8.105263
786.000000,0.182115,0.689377,8.106595
787.000000,0.181809,0.689451,8.107924
788.000000,0.181504,0.689525,8.109251
789.000000,0.181200,0.689599,8.110577
790.000000,0.180898,0.689673,8.111900
791.000000,0.180596,0.689746,8.113221
792.000000,0.180295,0.689820,8.114540
793.000000,0.179995,0.689894,8.115858
794.000000,0.179696,0.689967,8.117173
795.000000,0.179398,0.690040,8.118486
796.000000,0.179101,0.690113,8.119797
797.000000,0.178804,0.690187,8.121106
798.000000,0.178509,0.690260,8.122413
799.000000,0.178215,0.690333,8.123718
800.000000,0.177921,0.690405,8.125021
801.000000,0.177629,0.690478,8.126322
802.000000,0.177337,0.690551,8.127621
803.000000,0.177046,0.690623,8.128918
804.000000,0.176756,0.690696,8.130213
805.000000,0.176467,0.690768,8.131506
806.000000,0.176179,0.690840,8.132797
807.000000,0.175892,0.690912,8.134086
808.000000,0.175605,0.690984,8.135373
809.000000,0.175320,0.691056,8.136658
810.000000,0.175035,0.691128,8.137942
811.000000,0.174751,0.691200,8.139223
812.000000,0.174468,0.691272,8.140502
813.000000,0.174186,0.691343,8.141780
814.000000,0.173905,0.691415,8.143055
815.000000,0.173625,0.691486,8.144329
816.000000,0.173345,0.691558,8.145601
817.000000,0.173067,0.691629,8.146870
818.000000,0.172789,0.691700,8.148138
819.000000,0.172512,0.691771,8.149404
820.000000,0.172236,0.691842,8.150668
821.000000,0.171960,0.691913,8.151931
822.000000,0.171686,0.691983,8.153191
823.000000,0.171412,0.692054,8.154449
824.000000,0.171139,0.692125,8.155706
825.000000,0.170867,0.692195,8.156961
826.000000,0.170596,0.692266,8.158214
827.000000,0.170325,0.692336,8.159465
828.000000,0.170056,0.692406,8.160714
829.000000,0.169787,0.692476,8.161961
830.000000,0.169519,0.692546,8.163207
831.000000,0.169251,0.692616,8.164450
832.000000,0.168985,0.692686,8.165692
833.000000,0.168719,0.692756,8.166932
834.000000,0.168454,0.692825,8.168170
835.000000,0.168190,0.692895,8.169407
836.000000,0.167927,0.692964,8.170641
837.000000,0.167664,0.693034,8.171874
838.000000,0.167403,0.693103,8.173105
839.000000,0.167141,0.693172,8.174334
840.000000,0.166881,0.693242,8.175562
841.000000,0.166622,0.693311,8.176787
842.000000,0.166363,0.693380,8.178011
843.000000,0.166105,0.693448,8.179233
844.000000,0.165848,0.693517,8.180454
845.000000,0.165591,0.693586,8.181672
846.000000,0.165335,0.693655,8.182889
847.000000,0.165080,0.693723,8.184104
848.000000,0.164826,0.693792,8.185317
849.000000,0.164572,0.693860,8.186529
850.000000,0.164320,0.693928,8.187739
851.000000,0.164067,0.693996,8.188947
852.000000,0.163816,0.694065,8.190153
853.000000,0.163565,0.694133,8.191358
854.000000,0.163315,0.694200,8.192560
855.000000,0.163066,0.694268,8.193762
856.000000,0.162818,0.694336,8.194961
857.000000,0.162570,0.694404,8.196159
858.000000,0.162323,0.694471,8.197355
859.000000,0.162076,0.694539,8.198549
860.000000,0.161831,0.694606,8.199742
861.000000,0.161586,0.694674,8.200933
862.000000,0.161341,0.694741,8.202122
863.000000,0.161098,0.694808,8.203310
864.000000,0.160855,0.694875,8.204496
865.000000,0.160613,0.694942,8.205680
866.000000,0.160371,0.695009,8.206863
867.000000,0.160130,0.695076,8.208044
868.000000,0.159890,0.695143,8.209223
869.000000,0.159651,0.695209,8.210401
870.000000,0.159412,0.695276,8.211577
871.000000,0.159174,0.695343,8.212751
872.000000,0.158936,0.695409,8.213924
873.000000,0.158699,0.695475,8.215095
874.000000,0.158463,0.695542,8.216265
875.000000,0.158228,0.695608,8.217433
876.000000,0.157993,0.695674,8.218599
877.000000,0.157758,0.695740,8.219763
878.000000,0.157525,0.695806,8.220927
879.000000,0.157292,0.695872,8.222088
880.000000,0.157060,0.695938,8.223248
881.000000,0.156828,0.696003,8.224406
882.000000,0.156597,0.696069,8.225563
883.000000,0.156367,0.696135,8.226718
884.000000,0.156137,0.696200,8.227871
885.000000,0.155908,0.696265,8.229023
886.000000,0.155680,0.696331,8.230173
887.000000,0.155452,0.696396,8.231322
888.000000,0.155225,0.696461,8.232469
889.000000,0.154998,0.696526,8.233615
890.000000,0.154772,0.696591,8.234759
891.000000,0.154547,0.696656,8.235901
892.000000,0.154322,0.696721,8.237042
893.000000,0.154098,0.696786,8.238181
894.000000,0.153874,0.696851,8.239319
895.000000,0.153652,0.696915,8.240455
896.000000,0.153429,0.696980,8.241590
897.000000,0.153208,0.697044,8.242723
898.000000,0.152987,0.697109,8.243855
899.000000,0.152766,0.697173,8.244985
900.000000,0.152546,0.697237,8.246114
901.000000,0.152327,0.697301,8.247241
902.000000,0.152108,0.697365,8.248367
903.000000,0.151890,0.697429,8.249491
904.000000,0.151673,0.697493,8.250613
905.000000,0.151456,0.697557,8.251734
906.000000,0.151239,0.697621,8.252854
907.000000,0.151024,0.697685,8.253972
908.000000,0.150808,0.697748,8.255089
909.000000,0.150594,0.697812,8.256204
910.000000,0.150380,0.697875,8.257317
911.000000,0.150166,0.697939,8.258430
912.000000,0.149953,0.698002,8.259540
913.000000,0.149741,0.698066,8.260649
914.000000,0.149529,0.698129,8.261757
915.000000,0.149318,0.698192,8.262863
916.000000,0.149107,0.698255,8.263968
917.000000,0.148897,0.698318,8.265072
918.000000,0.148688,0.698381,8.266174
919.000000,0.148479,0.698444,8.267274
920.000000,0.148270,0.698506,8.268373
921.000000,0.148062,0.698569,8.269471
922.000000,0.147855,0.698632,8.270567
923.000000,0.147648,0.698694,8.271661
924.000000,0.147442,0.698757,8.272755
925.000000,0.147236,0.698819,8.273847
926.000000,0.147031,0.698881,8.274937
927.000000,0.146827,0.698944,8.276026
928.000000,0.146622,0.699006,8.277114
929.000000,0.146419,0.699068,8.278200
930.000000,0.146216,0.699130,8.279285
931.000000,0.146013,0.699192,8.280368
932.000000,0.145811,0.699254,8.281450
933.000000,0.145610,0.699316,8.282530
934.000000,0.145409,0.699377,8.283610
935.000000,0.145209,0.699439,8.284687
936.000000,0.145009,0.699501,8.285764
937.000000,0.144809,0.699562,8.286839
938.000000,0.144610,0.699624,8.287912
939.000000,0.144412,0.699685,8.288985
940.000000,0.144214,0.699746,8.290055
941.000000,0.144017,0.699808,8.291125
942.000000,0.143820,0.699869,8.292193
943.000000,0.143624,0.699930,8.293260
944.000000,0.143428,0.699991,8.294325
945.000000,0.143233,0.700052,8.295389
946.000000,0.143038,0.700113,8.296452
947.000000,0.142844,0.700174,8.297513
948.000000,0.142650,0.700235,8.298573
949.000000,0.142456,0.700295,8.299632
950.000000,0.142264,0.700356,8.300689
951.000000,0.142071,0.700416,8.301745
952.000000,0.141879,0.700477,8.302800
953.000000,0.141688,0.700537,8.303853
954.000000,0.141497,0.700598,8.304905
955.000000,0.141307,0.700658,8.305956
956.000000,0.141117,0.700718,8.307005
957.000000,0.140927,0.700779,8.308053
958.000000,0.140738,0.700839,8.309100
959.000000,0.140550,0.700899,8.310145
960.000000,0.140362,0.700959,8.311189
961.000000,0.140174,0.701019,8.312232
962.000000,0.139987,0.701078,8.313273
963.000000,0.139801,0.701138,8.314314
964.000000,0.139615,0.701198,8.315352
965.000000,0.139429,0.701257,8.316390
966.000000,0.139244,0.701317,8.317426
967.000000,0.139059,0.701377,8.318461
968.000000,0.138875,0.701436,8.319495
969.000000,0.138691,0.701495,8.320527
970.000000,0.138508,0.701555,8.321559
971.000000,0.138325,0.701614,8.322588
972.000000,0.138142,0.701673,8.323617
973.000000,0.137960,0.701732,8.324644
974.000000,0.137779,0.701791,8.325670
975.000000,0.137598,0.701850,8.326695
976.000000,0.137417,0.701909,8.327719
977.000000,0.137237,0.701968,8.328741
978.000000,0.137057,0.702027,8.329762
979.000000,0.136878,0.702086,8.330782
980.000000,0.136699,0.702144,8.331800
981.000000,0.136520,0.702203,8.332818
982.000000,0.136342,0.702261,8.333834
983.000000,0.136165,0.702320,8.334848
984.000000,0.135988,0.702378,8.335862
985.000000,0.135811,0.702437,8.336874
986.000000,0.135635,0.702495,8.337885
987.000000,0.135459,0.702553,8.338895
988.000000,0.135284,0.702611,8.339904
989.000000,0.135109,0.702669,8.340911
990.000000,0.134934,0.702727,8.341918
991.000000,0.134760,0.702785,8.342923
992.000000,0.134586,0.702843,8.343926
993.000000,0.134413,0.702901,8.344929
994.000000,0.134240,0.702959,8.345930
995.000000,0.134068,0.703017,8.346930
996.000000,0.133896,0.703074,8.347929
997.000000,0.133724,0.703132,8.348927
998.000000,0.133553,0.703189,8.349924
999.000000,0.133382,0.703247,8.350919
1000.000000,0.133212,0.703304,8.351913
