epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w1_9,w1_10,w1_11,w1_12,w1_13,w1_14,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,w2_9,b1_0,b1_1,b1_2,b1_3,b1_4,b2_0,b2_1
228.000000,0.127991,0.094113,0.107437,0.100245,-0.203735,0.138684,0.137760,0.141954,0.140172,-0.247079,0.158253,0.163062,0.143894,0.107430,-0.262929,-1.448946,1.484241,-1.286973,1.296648,-1.293558,1.273376,-0.976259,1.053518,3.876523,-3.811907,-1.686501,-1.453472,-1.442995,-1.077330,3.642369,1.484952,-1.582320
229.000000,0.128055,0.094202,0.107508,0.100291,-0.203805,0.138780,0.137825,0.142014,0.140205,-0.247275,0.158252,0.163039,0.143891,0.107431,-0.263031,-1.450674,1.485978,-1.288502,1.298185,-1.295079,1.274905,-0.977464,1.054729,3.880577,-3.815983,-1.688966,-1.455685,-1.445195,-1.079088,3.646684,1.485877,-1.583251
230.000000,0.128119,0.094289,0.107579,0.100338,-0.203874,0.138875,0.137889,0.142074,0.140239,-0.247468,0.158251,0.163016,0.143889,0.107433,-0.263134,-1.452391,1.487704,-1.290021,1.299712,-1.296590,1.276423,-0.978661,1.055932,3.884603,-3.820030,-1.691414,-1.457884,-1.447381,-1.080834,3.650967,1.486796,-1.584175
231.000000,0.128182,0.094377,0.107649,0.100385,-0.203944,0.138970,0.137953,0.142133,0.140272,-0.247660,0.158251,0.162994,0.143886,0.107435,-0.263236,-1.454097,1.489419,-1.291531,1.301230,-1.298091,1.277933,-0.979851,1.057128,3.888602,-3.824051,-1.693847,-1.460069,-1.449553,-1.082570,3.655220,1.487709,-1.585092
232.000000,0.128245,0.094464,0.107719,0.100432,-0.204013,0.139064,0.138016,0.142192,0.140305,-0.247850,0.158251,0.162972,0.143885,0.107437,-0.263338,-1.455792,1.491123,-1.293031,1.302738,-1.299584,1.279433,-0.981033,1.058317,3.892574,-3.828044,-1.696265,-1.462241,-1.451712,-1.084296,3.659442,1.488615,-1.586003
233.000000,0.128308,0.094550,0.107789,0.100478,-0.204083,0.139157,0.138079,0.142251,0.140337,-0.248039,0.158251,0.162950,0.143883,0.107440,-0.263440,-1.457477,1.492816,-1.294523,1.304237,-1.301067,1.280923,-0.982208,1.059497,3.896520,-3.832011,-1.698667,-1.464399,-1.453857,-1.086011,3.663635,1.489515,-1.586908
234.000000,0.128371,0.094637,0.107859,0.100525,-0.204153,0.139250,0.138142,0.142309,0.140370,-0.248226,0.158252,0.162929,0.143882,0.107442,-0.263543,-1.459152,1.494499,-1.296005,1.305726,-1.302540,1.282405,-0.983376,1.060671,3.900440,-3.835951,-1.701055,-1.466543,-1.455990,-1.087715,3.667797,1.490408,-1.587806
235.000000,0.128434,0.094723,0.107929,0.100571,-0.204223,0.139343,0.138204,0.142367,0.140402,-0.248412,0.158253,0.162908,0.143881,0.107445,-0.263644,-1.460816,1.496172,-1.297477,1.307207,-1.304005,1.283877,-0.984536,1.061837,3.904333,-3.839865,-1.703427,-1.468675,-1.458109,-1.089410,3.671930,1.491295,-1.588698
236.000000,0.128496,0.094809,0.107998,0.100617,-0.204293,0.139435,0.138266,0.142425,0.140434,-0.248596,0.158254,0.162888,0.143880,0.107448,-0.263746,-1.462470,1.497834,-1.298941,1.308678,-1.305461,1.285340,-0.985689,1.062997,3.908202,-3.843753,-1.705785,-1.470793,-1.460215,-1.091094,3.676033,1.492176,-1.589583
237.000000,0.128558,0.094894,0.108067,0.100663,-0.204363,0.139526,0.138327,0.142482,0.140466,-0.248779,0.158256,0.162868,0.143880,0.107451,-0.263848,-1.464113,1.499486,-1.300396,1.310140,-1.306908,1.286794,-0.986836,1.064149,3.912045,-3.847616,-1.708128,-1.472899,-1.462308,-1.092768,3.680108,1.493051,-1.590463
238.000000,0.128620,0.094979,0.108136,0.100709,-0.204433,0.139617,0.138389,0.142539,0.140498,-0.248961,0.158258,0.162849,0.143879,0.107454,-0.263949,-1.465747,1.501128,-1.301842,1.311594,-1.308346,1.288240,-0.987975,1.065294,3.915863,-3.851454,-1.710456,-1.474992,-1.464388,-1.094432,3.684155,1.493920,-1.591336
239.000000,0.128682,0.095064,0.108205,0.100755,-0.204503,0.139707,0.138449,0.142596,0.140530,-0.249141,0.158261,0.162830,0.143880,0.107458,-0.264051,-1.467371,1.502761,-1.303280,1.313038,-1.309776,1.289676,-0.989108,1.066432,3.919657,-3.855267,-1.712770,-1.477072,-1.466456,-1.096086,3.688173,1.494783,-1.592203
240.000000,0.128744,0.095148,0.108273,0.100801,-0.204574,0.139797,0.138510,0.142653,0.140561,-0.249319,0.158263,0.162811,0.143880,0.107462,-0.264152,-1.468985,1.504383,-1.304708,1.314474,-1.311196,1.291104,-0.990233,1.067563,3.923426,-3.859056,-1.715071,-1.479139,-1.468512,-1.097731,3.692164,1.495640,-1.593065
241.000000,0.128805,0.095232,0.108341,0.100846,-0.204644,0.139886,0.138570,0.142709,0.140592,-0.249496,0.158267,0.162792,0.143881,0.107466,-0.264253,-1.470590,1.505995,-1.306129,1.315902,-1.312609,1.292524,-0.991352,1.068687,3.927171,-3.862820,-1.717357,-1.481195,-1.470555,-1.099366,3.696128,1.496491,-1.593920
242.000000,0.128866,0.095316,0.108409,0.100892,-0.204714,0.139975,0.138630,0.142765,0.140623,-0.249672,0.158270,0.162774,0.143882,0.107470,-0.264354,-1.472184,1.507598,-1.307540,1.317320,-1.314013,1.293935,-0.992464,1.069805,3.930892,-3.866560,-1.719629,-1.483238,-1.472586,-1.100991,3.700064,1.497337,-1.594770
243.000000,0.128927,0.095399,0.108476,0.100937,-0.204784,0.140063,0.138690,0.142820,0.140654,-0.249847,0.158274,0.162757,0.143883,0.107474,-0.264455,-1.473770,1.509191,-1.308944,1.318731,-1.315409,1.295338,-0.993570,1.070916,3.934590,-3.870276,-1.721888,-1.485269,-1.474605,-1.102607,3.703973,1.498177,-1.595614
244.000000,0.128988,0.095482,0.108544,0.100982,-0.204855,0.140151,0.138749,0.142875,0.140685,-0.250020,0.158277,0.162739,0.143884,0.107479,-0.264556,-1.475346,1.510775,-1.310339,1.320133,-1.316796,1.296732,-0.994669,1.072020,3.938264,-3.873969,-1.724133,-1.487288,-1.476613,-1.104214,3.707857,1.499011,-1.596452
245.000000,0.129048,0.095565,0.108611,0.101027,-0.204925,0.140238,0.138808,0.142930,0.140716,-0.250192,0.158282,0.162723,0.143886,0.107483,-0.264657,-1.476913,1.512350,-1.311726,1.321527,-1.318175,1.298118,-0.995761,1.073118,3.941915,-3.877638,-1.726365,-1.489295,-1.478608,-1.105811,3.711714,1.499840,-1.597285
246.000000,0.129109,0.095647,0.108678,0.101072,-0.204995,0.140325,0.138867,0.142985,0.140746,-0.250362,0.158286,0.162706,0.143888,0.107488,-0.264758,-1.478470,1.513915,-1.313105,1.322912,-1.319547,1.299496,-0.996848,1.074210,3.945544,-3.881285,-1.728584,-1.491290,-1.480592,-1.107399,3.715545,1.500663,-1.598113
247.000000,0.129169,0.095729,0.108744,0.101116,-0.205065,0.140411,0.138925,0.143039,0.140776,-0.250532,0.158291,0.162690,0.143890,0.107493,-0.264858,-1.480019,1.515471,-1.314476,1.324290,-1.320910,1.300866,-0.997927,1.075295,3.949150,-3.884909,-1.730789,-1.493274,-1.482564,-1.108978,3.719350,1.501481,-1.598935
248.000000,0.129228,0.095811,0.108810,0.101161,-0.205135,0.140497,0.138983,0.143093,0.140807,-0.250700,0.158296,0.162674,0.143893,0.107498,-0.264958,-1.481558,1.517018,-1.315839,1.325660,-1.322265,1.302228,-0.999001,1.076374,3.952734,-3.888510,-1.732982,-1.495246,-1.484525,-1.110549,3.723131,1.502294,-1.599751
249.000000,0.129288,0.095892,0.108876,0.101205,-0.205206,0.140582,0.139041,0.143147,0.140837,-0.250867,0.158302,0.162658,0.143896,0.107504,-0.265059,-1.483089,1.518556,-1.317194,1.327021,-1.323613,1.303582,-1.000068,1.077446,3.956295,-3.892089,-1.735162,-1.497207,-1.486474,-1.112110,3.726886,1.503101,-1.600562
250.000000,0.129348,0.095973,0.108942,0.101250,-0.205276,0.140667,0.139099,0.143201,0.140866,-0.251032,0.158307,0.162643,0.143899,0.107509,-0.265159,-1.484611,1.520086,-1.318541,1.328375,-1.324953,1.304929,-1.001130,1.078513,3.959835,-3.895646,-1.737329,-1.499157,-1.488413,-1.113663,3.730617,1.503904,-1.601368
251.000000,0.129407,0.096054,0.109008,0.101294,-0.205346,0.140752,0.139156,0.143254,0.140896,-0.251197,0.158313,0.162628,0.143902,0.107515,-0.265259,-1.486124,1.521606,-1.319881,1.329721,-1.326285,1.306268,-1.002185,1.079573,3.963354,-3.899182,-1.739483,-1.501095,-1.490340,-1.115206,3.734323,1.504701,-1.602169
252.000000,0.129466,0.096134,0.109073,0.101338,-0.205416,0.140836,0.139213,0.143307,0.140925,-0.251360,0.158320,0.162613,0.143905,0.107521,-0.265359,-1.487628,1.523118,-1.321213,1.331060,-1.327610,1.307599,-1.003234,1.080627,3.966851,-3.902695,-1.741625,-1.503023,-1.492256,-1.116742,3.738006,1.505493,-1.602965
253.000000,0.129524,0.096214,0.109138,0.101382,-0.205485,0.140919,0.139270,0.143360,0.140955,-0.251522,0.158326,0.162599,0.143909,0.107527,-0.265458,-1.489124,1.524621,-1.322537,1.332391,-1.328927,1.308922,-1.004277,1.081676,3.970327,-3.906188,-1.743755,-1.504939,-1.494162,-1.118269,3.741664,1.506280,-1.603755
254.000000,0.129583,0.096294,0.109203,0.101425,-0.205555,0.141002,0.139326,0.143412,0.140984,-0.251683,0.158333,0.162585,0.143913,0.107533,-0.265558,-1.490612,1.526116,-1.323854,1.333714,-1.330237,1.310238,-1.005315,1.082718,3.973782,-3.909660,-1.745873,-1.506845,-1.496057,-1.119787,3.745299,1.507062,-1.604541
255.000000,0.129641,0.096373,0.109267,0.101469,-0.205625,0.141085,0.139382,0.143465,0.141013,-0.251843,0.158340,0.162572,0.143917,0.107540,-0.265657,-1.492091,1.527602,-1.325164,1.335030,-1.331539,1.311547,-1.006346,1.083754,3.977216,-3.913110,-1.747978,-1.508740,-1.497941,-1.121297,3.748910,1.507839,-1.605322
256.000000,0.129699,0.096452,0.109331,0.101512,-0.205695,0.141167,0.139438,0.143517,0.141042,-0.252002,0.158347,0.162558,0.143922,0.107546,-0.265757,-1.493562,1.529080,-1.326466,1.336339,-1.332835,1.312848,-1.007372,1.084785,3.980630,-3.916540,-1.750072,-1.510625,-1.499814,-1.122799,3.752499,1.508612,-1.606097
257.000000,0.129757,0.096531,0.109395,0.101556,-0.205764,0.141249,0.139494,0.143568,0.141071,-0.252160,0.158355,0.162545,0.143926,0.107553,-0.265856,-1.495025,1.530550,-1.327762,1.337640,-1.334123,1.314143,-1.008392,1.085810,3.984024,-3.919950,-1.752154,-1.512499,-1.501678,-1.124292,3.756064,1.509379,-1.606868
258.000000,0.129815,0.096609,0.109459,0.101599,-0.205834,0.141330,0.139549,0.143620,0.141099,-0.252316,0.158362,0.162533,0.143931,0.107560,-0.265955,-1.496479,1.532011,-1.329050,1.338934,-1.335404,1.315430,-1.009406,1.086829,3.987398,-3.923340,-1.754224,-1.514363,-1.503531,-1.125778,3.759607,1.510142,-1.607634
259.000000,0.129872,0.096687,0.109523,0.101642,-0.205903,0.141411,0.139604,0.143671,0.141128,-0.252472,0.158370,0.162520,0.143936,0.107567,-0.266054,-1.497926,1.533465,-1.330331,1.340221,-1.336677,1.316710,-1.010415,1.087843,3.990751,-3.926709,-1.756282,-1.516216,-1.505373,-1.127255,3.763128,1.510900,-1.608396
260.000000,0.129929,0.096765,0.109586,0.101685,-0.205972,0.141491,0.139659,0.143722,0.141156,-0.252626,0.158379,0.162508,0.143941,0.107574,-0.266153,-1.499365,1.534910,-1.331604,1.341501,-1.337944,1.317982,-1.011418,1.088851,3.994086,-3.930059,-1.758330,-1.518060,-1.507206,-1.128725,3.766627,1.511653,-1.609152
261.000000,0.129986,0.096842,0.109649,0.101727,-0.206041,0.141571,0.139713,0.143773,0.141185,-0.252780,0.158387,0.162496,0.143947,0.107581,-0.266252,-1.500795,1.536348,-1.332871,1.342774,-1.339204,1.319248,-1.012416,1.089853,3.997401,-3.933390,-1.760365,-1.519893,-1.509029,-1.130187,3.770104,1.512402,-1.609904
262.000000,0.130043,0.096919,0.109712,0.101770,-0.206110,0.141651,0.139768,0.143823,0.141213,-0.252932,0.158396,0.162485,0.143952,0.107589,-0.266350,-1.502218,1.537778,-1.334132,1.344040,-1.340457,1.320507,-1.013408,1.090850,4.000697,-3.936701,-1.762390,-1.521716,-1.510842,-1.131641,3.773559,1.513147,-1.610652
263.000000,0.130100,0.096996,0.109774,0.101812,-0.206179,0.141730,0.139822,0.143874,0.141241,-0.253083,0.158405,0.162473,0.143958,0.107596,-0.266449,-1.503634,1.539199,-1.335385,1.345300,-1.341704,1.321760,-1.014395,1.091842,4.003973,-3.939992,-1.764403,-1.523529,-1.512645,-1.133087,3.776993,1.513886,-1.611395
264.000000,0.130156,0.097072,0.109836,0.101855,-0.206248,0.141809,0.139876,0.143924,0.141269,-0.253234,0.158414,0.162462,0.143964,0.107604,-0.266547,-1.505041,1.540614,-1.336631,1.346552,-1.342943,1.323005,-1.015377,1.092828,4.007232,-3.943265,-1.766406,-1.525333,-1.514438,-1.134525,3.780406,1.514622,-1.612133
265.000000,0.130212,0.097148,0.109898,0.101897,-0.206317,0.141888,0.139929,0.143973,0.141296,-0.253383,0.158424,0.162452,0.143971,0.107612,-0.266645,-1.506441,1.542020,-1.337871,1.347798,-1.344176,1.324244,-1.016353,1.093809,4.010471,-3.946520,-1.768397,-1.527127,-1.516221,-1.135956,3.783798,1.515353,-1.612867
266.000000,0.130268,0.097224,0.109960,0.101939,-0.206385,0.141966,0.139982,0.144023,0.141324,-0.253531,0.158433,0.162441,0.143977,0.107620,-0.266744,-1.507834,1.543419,-1.339105,1.349037,-1.345403,1.325476,-1.017325,1.094785,4.013692,-3.949755,-1.770378,-1.528911,-1.517996,-1.137380,3.787169,1.516080,-1.613597
267.000000,0.130323,0.097300,0.110021,0.101980,-0.206453,0.142043,0.140035,0.144072,0.141351,-0.253679,0.158443,0.162431,0.143984,0.107628,-0.266842,-1.509219,1.544811,-1.340331,1.350269,-1.346623,1.326702,-1.018290,1.095755,4.016895,-3.952972,-1.772348,-1.530686,-1.519760,-1.138796,3.790520,1.516802,-1.614322
268.000000,0.130379,0.097375,0.110083,0.102022,-0.206522,0.142121,0.140088,0.144121,0.141379,-0.253825,0.158453,0.162421,0.143990,0.107636,-0.266939,-1.510597,1.546195,-1.341552,1.351495,-1.347836,1.327921,-1.019251,1.096721,4.020080,-3.956172,-1.774308,-1.532452,-1.521516,-1.140205,3.793851,1.517520,-1.615043
269.000000,0.130434,0.097450,0.110143,0.102064,-0.206590,0.142198,0.140141,0.144170,0.141406,-0.253971,0.158463,0.162412,0.143998,0.107645,-0.267037,-1.511968,1.547572,-1.342765,1.352715,-1.349043,1.329133,-1.020207,1.097681,4.023247,-3.959353,-1.776257,-1.534208,-1.523262,-1.141606,3.797161,1.518234,-1.615760
270.000000,0.130489,0.097524,0.110204,0.102105,-0.206658,0.142274,0.140193,0.144219,0.141433,-0.254115,0.158474,0.162402,0.144005,0.107653,-0.267135,-1.513331,1.548942,-1.343973,1.353928,-1.350244,1.330340,-1.021158,1.098636,4.026396,-3.962516,-1.778195,-1.535955,-1.524999,-1.143001,3.800452,1.518944,-1.616472
271.000000,0.130544,0.097598,0.110265,0.102146,-0.206725,0.142350,0.140245,0.144267,0.141460,-0.254259,0.158485,0.162393,0.144012,0.107662,-0.267232,-1.514687,1.550304,-1.345174,1.355134,-1.351439,1.331540,-1.022104,1.099586,4.029528,-3.965662,-1.780124,-1.537693,-1.526727,-1.144388,3.803723,1.519650,-1.617181
272.000000,0.130598,0.097672,0.110325,0.102187,-0.206793,0.142426,0.140297,0.144316,0.141487,-0.254402,0.158495,0.162385,0.144020,0.107671,-0.267329,-1.516036,1.551659,-1.346369,1.356335,-1.352627,1.332734,-1.023045,1.100531,4.032642,-3.968790,-1.782042,-1.539422,-1.528446,-1.145768,3.806975,1.520351,-1.617885
273.000000,0.130652,0.097746,0.110385,0.102228,-0.206860,0.142502,0.140349,0.144364,0.141514,-0.254543,0.158507,0.162376,0.144027,0.107679,-0.267427,-1.517378,1.553008,-1.347558,1.357529,-1.353809,1.333921,-1.023981,1.101472,4.035739,-3.971901,-1.783950,-1.541142,-1.530156,-1.147141,3.810207,1.521049,-1.618585
274.000000,0.130707,0.097819,0.110445,0.102269,-0.206928,0.142577,0.140400,0.144412,0.141540,-0.254684,0.158518,0.162368,0.144035,0.107688,-0.267524,-1.518714,1.554349,-1.348740,1.358717,-1.354985,1.335103,-1.024912,1.102407,4.038820,-3.974994,-1.785848,-1.542853,-1.531857,-1.148507,3.813421,1.521742,-1.619281
275.000000,0.130760,0.097892,0.110504,0.102310,-0.206995,0.142651,0.140452,0.144459,0.141567,-0.254824,0.158529,0.162360,0.144043,0.107698,-0.267621,-1.520042,1.555683,-1.349917,1.359899,-1.356155,1.336278,-1.025838,1.103338,4.041883,-3.978071,-1.787737,-1.544555,-1.533549,-1.149867,3.816615,1.522432,-1.619974
276.000000,0.130814,0.097964,0.110563,0.102350,-0.207062,0.142726,0.140503,0.144507,0.141593,-0.254964,0.158541,0.162352,0.144052,0.107707,-0.267717,-1.521364,1.557011,-1.351087,1.361075,-1.357319,1.337447,-1.026760,1.104263,4.044930,-3.981131,-1.789615,-1.546248,-1.535233,-1.151219,3.819792,1.523118,-1.620662
277.000000,0.130867,0.098037,0.110622,0.102390,-0.207129,0.142800,0.140553,0.144554,0.141620,-0.255102,0.158553,0.162344,0.144060,0.107716,-0.267814,-1.522678,1.558332,-1.352252,1.362245,-1.358478,1.338611,-1.027677,1.105184,4.047960,-3.984175,-1.791484,-1.547933,-1.536909,-1.152565,3.822949,1.523799,-1.621346
278.000000,0.130921,0.098109,0.110681,0.102430,-0.207195,0.142874,0.140604,0.144601,0.141646,-0.255240,0.158565,0.162337,0.144069,0.107726,-0.267910,-1.523986,1.559646,-1.353411,1.363409,-1.359630,1.339768,-1.028589,1.106101,4.050975,-3.987202,-1.793343,-1.549610,-1.538575,-1.153904,3.826089,1.524477,-1.622027
279.000000,0.130974,0.098180,0.110739,0.102471,-0.207262,0.142947,0.140654,0.144648,0.141672,-0.255376,0.158577,0.162330,0.144078,0.107735,-0.268007,-1.525288,1.560953,-1.354564,1.364567,-1.360776,1.340920,-1.029496,1.107013,4.053972,-3.990213,-1.795192,-1.551277,-1.540234,-1.155236,3.829210,1.525152,-1.622703
280.000000,0.131026,0.098252,0.110798,0.102510,-0.207328,0.143020,0.140704,0.144694,0.141698,-0.255512,0.158590,0.162323,0.144086,0.107745,-0.268103,-1.526583,1.562254,-1.355711,1.365719,-1.361917,1.342065,-1.030399,1.107920,4.056954,-3.993207,-1.797033,-1.552937,-1.541884,-1.156562,3.832313,1.525822,-1.623376
281.000000,0.131079,0.098323,0.110856,0.102550,-0.207394,0.143092,0.140754,0.144740,0.141724,-0.255647,0.158602,0.162316,0.144096,0.107755,-0.268199,-1.527871,1.563548,-1.356852,1.366865,-1.363052,1.343206,-1.031298,1.108822,4.059920,-3.996186,-1.798863,-1.554588,-1.543525,-1.157881,3.835399,1.526489,-1.624045
282.000000,0.131131,0.098394,0.110914,0.102590,-0.207460,0.143165,0.140804,0.144787,0.141750,-0.255781,0.158615,0.162310,0.144105,0.107765,-0.268295,-1.529153,1.564835,-1.357988,1.368006,-1.364181,1.344340,-1.032192,1.109720,4.062871,-3.999148,-1.800685,-1.556231,-1.545159,-1.159194,3.838467,1.527152,-1.624711
283.000000,0.131183,0.098464,0.110971,0.102629,-0.207526,0.143237,0.140854,0.144833,0.141775,-0.255915,0.158628,0.162303,0.144114,0.107775,-0.268391,-1.530429,1.566117,-1.359118,1.369141,-1.365305,1.345469,-1.033082,1.110614,4.065805,-4.002096,-1.802497,-1.557866,-1.546784,-1.160501,3.841518,1.527812,-1.625373
284.000000,0.131235,0.098534,0.111028,0.102668,-0.207592,0.143308,0.140903,0.144879,0.141801,-0.256047,0.158641,0.162297,0.144124,0.107785,-0.268486,-1.531698,1.567392,-1.360242,1.370271,-1.366423,1.346592,-1.033967,1.111503,4.068725,-4.005027,-1.804301,-1.559492,-1.548402,-1.161801,3.844552,1.528467,-1.626031
285.000000,0.131287,0.098604,0.111085,0.102708,-0.207657,0.143380,0.140952,0.144924,0.141826,-0.256179,0.158654,0.162292,0.144133,0.107795,-0.268582,-1.532961,1.568660,-1.361361,1.371394,-1.367536,1.347709,-1.034848,1.112388,4.071629,-4.007943,-1.806095,-1.561111,-1.550011,-1.163095,3.847569,1.529120,-1.626685
286.000000,0.131339,0.098674,0.111142,0.102747,-0.207722,0.143451,0.141001,0.144970,0.141852,-0.256310,0.158668,0.162286,0.144143,0.107806,-0.268677,-1.534218,1.569923,-1.362475,1.372513,-1.368643,1.348822,-1.035724,1.113268,4.074518,-4.010844,-1.807880,-1.562722,-1.551613,-1.164383,3.850569,1.529768,-1.627336
287.000000,0.131390,0.098743,0.111199,0.102785,-0.207787,0.143521,0.141050,0.145015,0.141877,-0.256441,0.158681,0.162281,0.144153,0.107816,-0.268773,-1.535469,1.571179,-1.363583,1.373626,-1.369745,1.349928,-1.036596,1.114144,4.077392,-4.013730,-1.809657,-1.564325,-1.553207,-1.165664,3.853552,1.530414,-1.627984
288.000000,0.131441,0.098812,0.111255,0.102824,-0.207852,0.143592,0.141098,0.145060,0.141902,-0.256570,0.158695,0.162276,0.144163,0.107827,-0.268868,-1.536713,1.572429,-1.364685,1.374733,-1.370842,1.351030,-1.037464,1.115016,4.080251,-4.016601,-1.811424,-1.565920,-1.554793,-1.166939,3.856519,1.531056,-1.628628
289.000000,0.131492,0.098881,0.111311,0.102863,-0.207917,0.143662,0.141147,0.145105,0.141927,-0.256699,0.158709,0.162271,0.144174,0.107837,-0.268963,-1.537952,1.573673,-1.365782,1.375835,-1.371933,1.352126,-1.038328,1.115884,4.083095,-4.019457,-1.813183,-1.567507,-1.556371,-1.168209,3.859469,1.531694,-1.629268
290.000000,0.131542,0.098949,0.111367,0.102901,-0.207981,0.143732,0.141195,0.145150,0.141952,-0.256827,0.158723,0.162266,0.144184,0.107848,-0.269058,-1.539184,1.574911,-1.366874,1.376932,-1.373019,1.353216,-1.039188,1.116747,4.085925,-4.022298,-1.814934,-1.569087,-1.557942,-1.169472,3.862403,1.532329,-1.629905
291.000000,0.131593,0.099018,0.111423,0.102940,-0.208046,0.143801,0.141243,0.145194,0.141977,-0.256954,0.158738,0.162262,0.144195,0.107859,-0.269152,-1.540411,1.576143,-1.367961,1.378024,-1.374099,1.354302,-1.040043,1.117607,4.088741,-4.025125,-1.816675,-1.570659,-1.559505,-1.170729,3.865321,1.532961,-1.630539
292.000000,0.131643,0.099085,0.111479,0.102978,-0.208110,0.143870,0.141290,0.145238,0.142002,-0.257081,0.158752,0.162257,0.144205,0.107870,-0.269247,-1.541632,1.577369,-1.369043,1.379110,-1.375175,1.355382,-1.040895,1.118462,4.091542,-4.027938,-1.818409,-1.572223,-1.561060,-1.171981,3.868224,1.533589,-1.631169
293.000000,0.131693,0.099153,0.111534,0.103016,-0.208174,0.143939,0.141338,0.145283,0.142026,-0.257207,0.158766,0.162253,0.144216,0.107881,-0.269341,-1.542847,1.578589,-1.370119,1.380191,-1.376245,1.356457,-1.041742,1.119313,4.094329,-4.030736,-1.820134,-1.573780,-1.562609,-1.173227,3.871110,1.534214,-1.631796
294.000000,0.131743,0.099220,0.111589,0.103054,-0.208237,0.144008,0.141385,0.145327,0.142051,-0.257332,0.158781,0.162249,0.144227,0.107892,-0.269435,-1.544056,1.579803,-1.371191,1.381267,-1.377311,1.357527,-1.042585,1.120160,4.097102,-4.033520,-1.821851,-1.575330,-1.564150,-1.174466,3.873981,1.534836,-1.632420
295.000000,0.131792,0.099287,0.111644,0.103091,-0.208301,0.144076,0.141433,0.145370,0.142076,-0.257456,0.158796,0.162246,0.144238,0.107903,-0.269530,-1.545259,1.581011,-1.372257,1.382338,-1.378371,1.358592,-1.043424,1.121003,4.099861,-4.036290,-1.823559,-1.576872,-1.565683,-1.175700,3.876837,1.535454,-1.633040
296.000000,0.131842,0.099354,0.111698,0.103129,-0.208364,0.144144,0.141480,0.145414,0.142100,-0.257580,0.158811,0.162242,0.144249,0.107915,-0.269623,-1.546457,1.582214,-1.373318,1.383403,-1.379426,1.359652,-1.044260,1.121841,4.102606,-4.039046,-1.825259,-1.578407,-1.567210,-1.176929,3.879677,1.536070,-1.633657
297.000000,0.131891,0.099421,0.111752,0.103166,-0.208427,0.144211,0.141526,0.145458,0.142124,-0.257703,0.158826,0.162239,0.144261,0.107926,-0.269717,-1.547649,1.583411,-1.374374,1.384464,-1.380477,1.360706,-1.045091,1.122676,4.105337,-4.041789,-1.826951,-1.579935,-1.568729,-1.178152,3.882502,1.536682,-1.634272
298.000000,0.131940,0.099487,0.111807,0.103204,-0.208490,0.144279,0.141573,0.145501,0.142148,-0.257826,0.158841,0.162236,0.144272,0.107938,-0.269811,-1.548835,1.584603,-1.375426,1.385520,-1.381522,1.361756,-1.045919,1.123508,4.108056,-4.044517,-1.828636,-1.581456,-1.570241,-1.179369,3.885312,1.537291,-1.634882
299.000000,0.131989,0.099553,0.111860,0.103241,-0.208553,0.144346,0.141619,0.145544,0.142173,-0.257948,0.158857,0.162233,0.144284,0.107949,-0.269905,-1.550016,1.585789,-1.376472,1.386571,-1.382563,1.362801,-1.046742,1.124335,4.110760,-4.047233,-1.830312,-1.582969,-1.571746,-1.180580,3.888107,1.537897,-1.635490
300.000000,0.132037,0.099618,0.111914,0.103278,-0.208616,0.144413,0.141666,0.145587,0.142197,-0.258069,0.158872,0.162230,0.144295,0.107961,-0.269998,-1.551192,1.586969,-1.377514,1.387617,-1.383598,1.363842,-1.047562,1.125158,4.113451,-4.049935,-1.831980,-1.584476,-1.573244,-1.181786,3.890888,1.538499,-1.636095
301.000000,0.132086,0.099684,0.111968,0.103315,-0.208678,0.144479,0.141712,0.145630,0.142221,-0.258189,0.158888,0.162227,0.144307,0.107973,-0.270091,-1.552362,1.588144,-1.378550,1.388658,-1.384629,1.364877,-1.048378,1.125978,4.116130,-4.052623,-1.833641,-1.585976,-1.574735,-1.182987,3.893654,1.539099,-1.636696
302.000000,0.132134,0.099749,0.112021,0.103351,-0.208740,0.144545,0.141758,0.145672,0.142244,-0.258309,0.158904,0.162225,0.144319,0.107984,-0.270184,-1.553526,1.589314,-1.379582,1.389695,-1.385656,1.365908,-1.049190,1.126793,4.118795,-4.055299,-1.835293,-1.587468,-1.576219,-1.184182,3.896405,1.539696,-1.637295
303.000000,0.132182,0.099814,0.112074,0.103388,-0.208802,0.144611,0.141804,0.145715,0.142268,-0.258428,0.158920,0.162223,0.144331,0.107996,-0.270277,-1.554686,1.590478,-1.380610,1.390726,-1.386677,1.366933,-1.049999,1.127605,4.121447,-4.057961,-1.836938,-1.588954,-1.577697,-1.185372,3.899142,1.540290,-1.637890
304.000000,0.132230,0.099878,0.112127,0.103425,-0.208864,0.144677,0.141849,0.145757,0.142292,-0.258547,0.158936,0.162220,0.144343,0.108008,-0.270370,-1.555840,1.591637,-1.381632,1.391753,-1.387694,1.367955,-1.050804,1.128414,4.124086,-4.060611,-1.838576,-1.590433,-1.579168,-1.186556,3.901865,1.540880,-1.638482
