epoca,w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,b1_0,b1_1,b1_2,b2_0,b2_1,b2_2
269.000000,-1.185430,-1.102674,0.141022,0.626803,0.360467,0.394636,0.427713,0.671718,0.449435,0.284946,-3.155107,2.488056,-0.369077,-2.631264,2.652873,-5.482472,4.165388,1.438382,-0.955405,-1.648663,-5.254960,2.555207,-1.570141,-4.060430
270.000000,-1.185962,-1.102432,0.140953,0.628165,0.360782,0.395285,0.426980,0.671673,0.449541,0.285547,-3.158182,2.488737,-0.369688,-2.633838,2.655525,-5.489763,4.171971,1.444097,-0.956313,-1.652035,-5.263102,2.558293,-1.572795,-4.066768
271.000000,-1.186502,-1.102193,0.140885,0.629527,0.361096,0.395931,0.426250,0.671630,0.449647,0.286143,-3.161244,2.489414,-0.370298,-2.636401,2.658171,-5.497014,4.178523,1.449787,-0.957212,-1.655396,-5.271203,2.561361,-1.575439,-4.073083
272.000000,-1.187052,-1.101960,0.140815,0.630891,0.361411,0.396575,0.425525,0.671587,0.449754,0.286736,-3.164294,2.490085,-0.370908,-2.638952,2.660809,-5.504225,4.185045,1.455454,-0.958100,-1.658745,-5.279261,2.564411,-1.578072,-4.079376
273.000000,-1.187610,-1.101731,0.140746,0.632255,0.361725,0.397215,0.424803,0.671545,0.449860,0.287325,-3.167332,2.490752,-0.371518,-2.641492,2.663441,-5.511397,4.191537,1.461097,-0.958978,-1.662082,-5.287279,2.567443,-1.580694,-4.085647
274.000000,-1.188176,-1.101506,0.140675,0.633619,0.362039,0.397853,0.424085,0.671505,0.449966,0.287910,-3.170357,2.491413,-0.372127,-2.644020,2.666065,-5.518529,4.197999,1.466717,-0.959846,-1.665409,-5.295255,2.570457,-1.583306,-4.091895
275.000000,-1.188751,-1.101286,0.140605,0.634984,0.362352,0.398489,0.423372,0.671465,0.450072,0.288492,-3.173370,2.492070,-0.372736,-2.646538,2.668683,-5.525622,4.204432,1.472313,-0.960704,-1.668723,-5.303191,2.573454,-1.585908,-4.098121
276.000000,-1.189335,-1.101070,0.140533,0.636350,0.362666,0.399121,0.422663,0.671427,0.450178,0.289070,-3.176371,2.492723,-0.373345,-2.649044,2.671294,-5.532677,4.210836,1.477886,-0.961552,-1.672027,-5.311086,2.576434,-1.588499,-4.104326
277.000000,-1.189927,-1.100859,0.140461,0.637716,0.362979,0.399751,0.421957,0.671389,0.450284,0.289645,-3.179360,2.493370,-0.373952,-2.651539,2.673898,-5.539694,4.217211,1.483437,-0.962390,-1.675319,-5.318941,2.579397,-1.591080,-4.110509
278.000000,-1.190528,-1.100652,0.140389,0.639083,0.363292,0.400378,0.421256,0.671353,0.450390,0.290216,-3.182337,2.494014,-0.374560,-2.654023,2.676496,-5.546674,4.223557,1.488965,-0.963219,-1.678600,-5.326757,2.582343,-1.593651,-4.116671
279.000000,-1.191136,-1.100449,0.140316,0.640450,0.363604,0.401003,0.420559,0.671318,0.450495,0.290783,-3.185303,2.494652,-0.375167,-2.656496,2.679087,-5.553616,4.229875,1.494470,-0.964038,-1.681870,-5.334534,2.585272,-1.596212,-4.122811
280.000000,-1.191753,-1.100251,0.140243,0.641817,0.363917,0.401625,0.419867,0.671283,0.450601,0.291347,-3.188256,2.495286,-0.375773,-2.658959,2.681671,-5.560521,4.236164,1.499953,-0.964847,-1.685129,-5.342272,2.588185,-1.598764,-4.128931
281.000000,-1.192379,-1.100056,0.140169,0.643185,0.364229,0.402244,0.419178,0.671250,0.450707,0.291908,-3.191198,2.495916,-0.376379,-2.661410,2.684249,-5.567390,4.242426,1.505414,-0.965647,-1.688377,-5.349972,2.591082,-1.601305,-4.135029
282.000000,-1.193012,-1.099866,0.140095,0.644553,0.364540,0.402861,0.418494,0.671218,0.450812,0.292465,-3.194129,2.496541,-0.376984,-2.663851,2.686821,-5.574222,4.248659,1.510852,-0.966437,-1.691615,-5.357633,2.593962,-1.603837,-4.141106
283.000000,-1.193654,-1.099681,0.140020,0.645921,0.364852,0.403475,0.417813,0.671187,0.450918,0.293019,-3.197048,2.497162,-0.377588,-2.666282,2.689386,-5.581019,4.254866,1.516269,-0.967218,-1.694841,-5.365257,2.596826,-1.606359,-4.147163
284.000000,-1.194304,-1.099499,0.139945,0.647289,0.365163,0.404087,0.417138,0.671157,0.451023,0.293570,-3.199956,2.497779,-0.378193,-2.668702,2.691945,-5.587780,4.261045,1.521664,-0.967989,-1.698057,-5.372843,2.599674,-1.608871,-4.153200
285.000000,-1.194961,-1.099321,0.139870,0.648657,0.365474,0.404696,0.416466,0.671128,0.451129,0.294118,-3.202852,2.498391,-0.378796,-2.671112,2.694497,-5.594505,4.267197,1.527038,-0.968750,-1.701262,-5.380393,2.602506,-1.611375,-4.159216
286.000000,-1.195627,-1.099148,0.139794,0.650026,0.365784,0.405302,0.415799,0.671100,0.451234,0.294662,-3.205737,2.498999,-0.379399,-2.673511,2.697044,-5.601196,4.273322,1.532390,-0.969503,-1.704456,-5.387905,2.605323,-1.613869,-4.165212
287.000000,-1.196300,-1.098978,0.139718,0.651394,0.366095,0.405907,0.415136,0.671072,0.451340,0.295203,-3.208612,2.499603,-0.380001,-2.675901,2.699584,-5.607852,4.279420,1.537721,-0.970246,-1.707640,-5.395381,2.608125,-1.616353,-4.171187
288.000000,-1.196982,-1.098812,0.139641,0.652762,0.366405,0.406508,0.414477,0.671046,0.451445,0.295742,-3.211475,2.500203,-0.380603,-2.678280,2.702118,-5.614474,4.285492,1.543031,-0.970979,-1.710813,-5.402821,2.610911,-1.618829,-4.177143
289.000000,-1.197671,-1.098651,0.139564,0.654131,0.366714,0.407108,0.413822,0.671021,0.451550,0.296277,-3.214327,2.500799,-0.381204,-2.680649,2.704645,-5.621063,4.291538,1.548320,-0.971704,-1.713976,-5.410225,2.613682,-1.621295,-4.183080
290.000000,-1.198368,-1.098493,0.139487,0.655499,0.367024,0.407705,0.413172,0.670997,0.451655,0.296809,-3.217168,2.501391,-0.381804,-2.683008,2.707167,-5.627617,4.297558,1.553588,-0.972419,-1.717129,-5.417594,2.616438,-1.623752,-4.188996
291.000000,-1.199073,-1.098339,0.139409,0.656867,0.367332,0.408299,0.412527,0.670974,0.451760,0.297338,-3.219999,2.501979,-0.382404,-2.685357,2.709683,-5.634138,4.303553,1.558835,-0.973126,-1.720271,-5.424928,2.619179,-1.626201,-4.194893
292.000000,-1.199785,-1.098190,0.139331,0.658235,0.367641,0.408891,0.411885,0.670952,0.451865,0.297864,-3.222819,2.502563,-0.383003,-2.687696,2.712193,-5.640626,4.309521,1.564063,-0.973823,-1.723403,-5.432226,2.621906,-1.628641,-4.200771
293.000000,-1.200505,-1.098044,0.139252,0.659603,0.367949,0.409481,0.411248,0.670931,0.451970,0.298388,-3.225628,2.503142,-0.383602,-2.690025,2.714697,-5.647082,4.315465,1.569269,-0.974511,-1.726525,-5.439491,2.624618,-1.631071,-4.206630
294.000000,-1.201233,-1.097901,0.139174,0.660970,0.368257,0.410068,0.410616,0.670911,0.452074,0.298908,-3.228427,2.503718,-0.384199,-2.692345,2.717195,-5.653505,4.321383,1.574456,-0.975190,-1.729636,-5.446720,2.627315,-1.633494,-4.212469
295.000000,-1.201968,-1.097763,0.139094,0.662337,0.368565,0.410654,0.409988,0.670892,0.452179,0.299426,-3.231215,2.504291,-0.384796,-2.694655,2.719687,-5.659896,4.327276,1.579623,-0.975860,-1.732738,-5.453916,2.629998,-1.635907,-4.218290
296.000000,-1.202710,-1.097628,0.139015,0.663704,0.368873,0.411236,0.409364,0.670874,0.452283,0.299941,-3.233993,2.504859,-0.385393,-2.696956,2.722173,-5.666255,4.333145,1.584769,-0.976521,-1.735830,-5.461079,2.632667,-1.638312,-4.224091
297.000000,-1.203460,-1.097497,0.138935,0.665070,0.369180,0.411817,0.408745,0.670856,0.452388,0.300453,-3.236761,2.505424,-0.385989,-2.699247,2.724654,-5.672582,4.338989,1.589897,-0.977174,-1.738911,-5.468207,2.635322,-1.640709,-4.229874
298.000000,-1.204217,-1.097370,0.138855,0.666436,0.369486,0.412395,0.408130,0.670840,0.452492,0.300962,-3.239518,2.505984,-0.386584,-2.701528,2.727129,-5.678879,4.344809,1.595004,-0.977818,-1.741983,-5.475303,2.637963,-1.643098,-4.235639
299.000000,-1.204982,-1.097246,0.138775,0.667801,0.369793,0.412971,0.407520,0.670825,0.452597,0.301469,-3.242266,2.506542,-0.387178,-2.703801,2.729598,-5.685144,4.350604,1.600092,-0.978453,-1.745045,-5.482366,2.640590,-1.645478,-4.241385
300.000000,-1.205754,-1.097126,0.138694,0.669166,0.370099,0.413545,0.406914,0.670810,0.452701,0.301973,-3.245003,2.507095,-0.387772,-2.706064,2.732062,-5.691378,4.356376,1.605161,-0.979079,-1.748097,-5.489397,2.643204,-1.647849,-4.247113
301.000000,-1.206533,-1.097009,0.138613,0.670531,0.370405,0.414117,0.406312,0.670796,0.452805,0.302475,-3.247730,2.507645,-0.388364,-2.708317,2.734520,-5.697582,4.362124,1.610211,-0.979696,-1.751140,-5.496395,2.645804,-1.650213,-4.252822
302.000000,-1.207319,-1.096896,0.138532,0.671895,0.370710,0.414687,0.405716,0.670784,0.452909,0.302974,-3.250447,2.508191,-0.388957,-2.710562,2.736972,-5.703756,4.367848,1.615241,-0.980305,-1.754173,-5.503361,2.648391,-1.652569,-4.258514
303.000000,-1.208112,-1.096787,0.138450,0.673258,0.371015,0.415254,0.405123,0.670772,0.453012,0.303470,-3.253154,2.508734,-0.389548,-2.712797,2.739419,-5.709900,4.373549,1.620253,-0.980906,-1.757196,-5.510295,2.650964,-1.654916,-4.264187
304.000000,-1.208913,-1.096680,0.138369,0.674620,0.371320,0.415819,0.404535,0.670761,0.453116,0.303964,-3.255851,2.509273,-0.390139,-2.715024,2.741861,-5.716015,4.379227,1.625246,-0.981498,-1.760209,-5.517198,2.653525,-1.657256,-4.269843
305.000000,-1.209720,-1.096578,0.138286,0.675982,0.371625,0.416382,0.403952,0.670751,0.453220,0.304455,-3.258539,2.509809,-0.390729,-2.717241,2.744297,-5.722100,4.384882,1.630221,-0.982081,-1.763213,-5.524070,2.656072,-1.659588,-4.275481
306.000000,-1.210535,-1.096479,0.138204,0.677343,0.371929,0.416943,0.403374,0.670741,0.453323,0.304944,-3.261217,2.510341,-0.391318,-2.719449,2.746727,-5.728156,4.390513,1.635177,-0.982656,-1.766208,-5.530910,2.658606,-1.661912,-4.281102
307.000000,-1.211356,-1.096383,0.138122,0.678704,0.372233,0.417502,0.402799,0.670733,0.453427,0.305430,-3.263885,2.510870,-0.391906,-2.721649,2.749153,-5.734183,4.396122,1.640114,-0.983223,-1.769193,-5.537720,2.661128,-1.664228,-4.286705
308.000000,-1.212184,-1.096290,0.138039,0.680063,0.372537,0.418059,0.402230,0.670725,0.453530,0.305915,-3.266544,2.511396,-0.392494,-2.723840,2.751573,-5.740181,4.401709,1.645034,-0.983781,-1.772169,-5.544500,2.663636,-1.666536,-4.292290
309.000000,-1.213019,-1.096201,0.137956,0.681422,0.372840,0.418614,0.401665,0.670718,0.453633,0.306396,-3.269193,2.511918,-0.393081,-2.726022,2.753987,-5.746151,4.407273,1.649935,-0.984331,-1.775136,-5.551249,2.666133,-1.668837,-4.297859
310.000000,-1.213861,-1.096116,0.137872,0.682780,0.373143,0.419167,0.401104,0.670712,0.453736,0.306876,-3.271833,2.512437,-0.393667,-2.728195,2.756396,-5.752093,4.412816,1.654819,-0.984873,-1.778093,-5.557969,2.668616,-1.671131,-4.303410
311.000000,-1.214710,-1.096033,0.137789,0.684137,0.373446,0.419717,0.400549,0.670706,0.453839,0.307353,-3.274463,2.512952,-0.394252,-2.730360,2.758801,-5.758007,4.418336,1.659685,-0.985407,-1.781041,-5.564659,2.671088,-1.673417,-4.308944
312.000000,-1.215565,-1.095954,0.137705,0.685493,0.373748,0.420266,0.399997,0.670702,0.453942,0.307827,-3.277084,2.513464,-0.394837,-2.732516,2.761199,-5.763893,4.423834,1.664533,-0.985932,-1.783980,-5.571319,2.673547,-1.675695,-4.314461
313.000000,-1.216427,-1.095878,0.137621,0.686848,0.374051,0.420813,0.399451,0.670698,0.454044,0.308300,-3.279696,2.513973,-0.395420,-2.734664,2.763593,-5.769751,4.429311,1.669363,-0.986449,-1.786910,-5.577950,2.675994,-1.677966,-4.319962
314.000000,-1.217295,-1.095805,0.137537,0.688202,0.374353,0.421358,0.398909,0.670694,0.454147,0.308770,-3.282299,2.514479,-0.396003,-2.736803,2.765982,-5.775583,4.434766,1.674176,-0.986958,-1.789831,-5.584552,2.678429,-1.680230,-4.325445
315.000000,-1.218170,-1.095735,0.137453,0.689555,0.374655,0.421900,0.398372,0.670692,0.454249,0.309238,-3.284892,2.514982,-0.396586,-2.738934,2.768365,-5.781388,4.440199,1.678972,-0.987459,-1.792743,-5.591125,2.680852,-1.682487,-4.330913
316.000000,-1.219052,-1.095668,0.137368,0.690907,0.374956,0.422441,0.397839,0.670690,0.454351,0.309704,-3.287477,2.515481,-0.397167,-2.741057,2.770744,-5.787165,4.445612,1.683751,-0.987953,-1.795646,-5.597670,2.683263,-1.684736,-4.336363
317.000000,-1.219940,-1.095605,0.137283,0.692258,0.375257,0.422980,0.397311,0.670689,0.454454,0.310168,-3.290052,2.515978,-0.397747,-2.743171,2.773117,-5.792917,4.451004,1.688512,-0.988438,-1.798540,-5.604186,2.685662,-1.686979,-4.341797
318.000000,-1.220834,-1.095544,0.137199,0.693608,0.375558,0.423517,0.396788,0.670688,0.454556,0.310629,-3.292618,2.516471,-0.398327,-2.745277,2.775485,-5.798641,4.456374,1.693257,-0.988915,-1.801425,-5.610674,2.688050,-1.689214,-4.347215
319.000000,-1.221735,-1.095486,0.137113,0.694957,0.375859,0.424052,0.396269,0.670688,0.454657,0.311089,-3.295176,2.516962,-0.398906,-2.747375,2.777848,-5.804340,4.461724,1.697985,-0.989384,-1.804302,-5.617134,2.690426,-1.691442,-4.352617
320.000000,-1.222642,-1.095432,0.137028,0.696304,0.376160,0.424586,0.395755,0.670689,0.454759,0.311546,-3.297725,2.517449,-0.399484,-2.749465,2.780207,-5.810013,4.467054,1.702696,-0.989846,-1.807169,-5.623567,2.692791,-1.693663,-4.358003
321.000000,-1.223556,-1.095380,0.136943,0.697650,0.376460,0.425117,0.395246,0.670690,0.454861,0.312002,-3.300264,2.517933,-0.400062,-2.751547,2.782560,-5.815660,4.472363,1.707390,-0.990300,-1.810028,-5.629972,2.695145,-1.695878,-4.363372
322.000000,-1.224476,-1.095332,0.136857,0.698995,0.376760,0.425647,0.394741,0.670692,0.454962,0.312455,-3.302796,2.518415,-0.400638,-2.753620,2.784909,-5.821282,4.477651,1.712068,-0.990746,-1.812878,-5.636350,2.697487,-1.698085,-4.368726
323.000000,-1.225402,-1.095286,0.136771,0.700339,0.377060,0.426174,0.394242,0.670695,0.455063,0.312906,-3.305318,2.518893,-0.401214,-2.755686,2.787252,-5.826879,4.482920,1.716730,-0.991184,-1.815720,-5.642701,2.699818,-1.700286,-4.374064
324.000000,-1.226334,-1.095243,0.136685,0.701681,0.377360,0.426700,0.393746,0.670698,0.455164,0.313356,-3.307832,2.519368,-0.401788,-2.757744,2.789591,-5.832450,4.488168,1.721375,-0.991615,-1.818553,-5.649026,2.702138,-1.702480,-4.379386
325.000000,-1.227272,-1.095203,0.136599,0.703022,0.377659,0.427224,0.393256,0.670701,0.455265,0.313803,-3.310337,2.519841,-0.402362,-2.759794,2.791925,-5.837997,4.493397,1.726005,-0.992038,-1.821378,-5.655323,2.704448,-1.704667,-4.384692
326.000000,-1.228216,-1.095166,0.136513,0.704362,0.377959,0.427747,0.392770,0.670705,0.455366,0.314248,-3.312834,2.520311,-0.402935,-2.761836,2.794254,-5.843519,4.498606,1.730618,-0.992453,-1.824194,-5.661594,2.706746,-1.706848,-4.389983
327.000000,-1.229167,-1.095132,0.136426,0.705700,0.378258,0.428267,0.392289,0.670710,0.455467,0.314692,-3.315322,2.520778,-0.403508,-2.763871,2.796578,-5.849016,4.503796,1.735216,-0.992861,-1.827002,-5.667839,2.709033,-1.709022,-4.395259
328.000000,-1.230123,-1.095100,0.136340,0.707037,0.378557,0.428786,0.391813,0.670715,0.455567,0.315134,-3.317802,2.521242,-0.404079,-2.765897,2.798898,-5.854490,4.508966,1.739797,-0.993261,-1.829801,-5.674058,2.711310,-1.711190,-4.400519
329.000000,-1.231085,-1.095071,0.136253,0.708372,0.378856,0.429303,0.391342,0.670720,0.455667,0.315573,-3.320273,2.521703,-0.404650,-2.767916,2.801213,-5.859939,4.514117,1.744363,-0.993654,-1.832592,-5.680251,2.713576,-1.713351,-4.405764
330.000000,-1.232053,-1.095045,0.136166,0.709706,0.379154,0.429818,0.390875,0.670726,0.455768,0.316011,-3.322736,2.522162,-0.405220,-2.769928,2.803523,-5.865364,4.519248,1.748914,-0.994040,-1.835375,-5.686419,2.715832,-1.715505,-4.410993
331.000000,-1.233028,-1.095022,0.136079,0.711038,0.379453,0.430332,0.390413,0.670733,0.455868,0.316447,-3.325191,2.522617,-0.405788,-2.771932,2.805828,-5.870766,4.524361,1.753449,-0.994418,-1.838149,-5.692561,2.718077,-1.717654,-4.416208
332.000000,-1.234007,-1.095001,0.135992,0.712369,0.379751,0.430844,0.389956,0.670740,0.455967,0.316882,-3.327638,2.523071,-0.406357,-2.773928,2.808129,-5.876144,4.529455,1.757969,-0.994789,-1.840915,-5.698678,2.720312,-1.719796,-4.421407
333.000000,-1.234993,-1.094983,0.135905,0.713699,0.380049,0.431354,0.389503,0.670747,0.456067,0.317314,-3.330076,2.523521,-0.406924,-2.775917,2.810425,-5.881499,4.534530,1.762473,-0.995152,-1.843673,-5.704770,2.722537,-1.721931,-4.426592
334.000000,-1.235985,-1.094967,0.135817,0.715026,0.380347,0.431862,0.389056,0.670754,0.456167,0.317745,-3.332507,2.523969,-0.407490,-2.777899,2.812717,-5.886831,4.539586,1.766962,-0.995508,-1.846423,-5.710837,2.724751,-1.724061,-4.431762
335.000000,-1.236982,-1.094954,0.135730,0.716352,0.380645,0.432369,0.388613,0.670762,0.456266,0.318174,-3.334929,2.524414,-0.408056,-2.779873,2.815003,-5.892139,4.544624,1.771436,-0.995857,-1.849165,-5.716879,2.726956,-1.726184,-4.436917
336.000000,-1.237984,-1.094944,0.135642,0.717677,0.380943,0.432874,0.388175,0.670771,0.456365,0.318602,-3.337343,2.524856,-0.408620,-2.781840,2.817286,-5.897425,4.549644,1.775896,-0.996199,-1.851899,-5.722897,2.729150,-1.728301,-4.442057
337.000000,-1.238993,-1.094936,0.135555,0.719000,0.381241,0.433378,0.387741,0.670779,0.456464,0.319027,-3.339749,2.525296,-0.409184,-2.783799,2.819564,-5.902689,4.554645,1.780340,-0.996533,-1.854624,-5.728891,2.731335,-1.730412,-4.447183
338.000000,-1.240007,-1.094930,0.135467,0.720321,0.381538,0.433879,0.387313,0.670788,0.456563,0.319451,-3.342148,2.525734,-0.409747,-2.785751,2.821837,-5.907930,4.559629,1.784770,-0.996861,-1.857342,-5.734860,2.733509,-1.732517,-4.452294
339.000000,-1.241026,-1.094927,0.135379,0.721640,0.381836,0.434380,0.386889,0.670797,0.456662,0.319873,-3.344538,2.526169,-0.410309,-2.787696,2.824106,-5.913148,4.564594,1.789185,-0.997181,-1.860052,-5.740806,2.735674,-1.734616,-4.457391
340.000000,-1.242051,-1.094927,0.135291,0.722958,0.382133,0.434878,0.386470,0.670807,0.456760,0.320294,-3.346921,2.526601,-0.410870,-2.789634,2.826370,-5.918345,4.569542,1.793586,-0.997494,-1.862754,-5.746728,2.737829,-1.736709,-4.462473
341.000000,-1.243082,-1.094929,0.135203,0.724273,0.382430,0.435375,0.386056,0.670817,0.456859,0.320713,-3.349296,2.527031,-0.411430,-2.791565,2.828630,-5.923520,4.574471,1.797972,-0.997800,-1.865448,-5.752626,2.739975,-1.738796,-4.467541
342.000000,-1.244118,-1.094933,0.135115,0.725588,0.382728,0.435871,0.385646,0.670827,0.456957,0.321130,-3.351663,2.527458,-0.411990,-2.793489,2.830885,-5.928673,4.579384,1.802344,-0.998099,-1.868135,-5.758501,2.742111,-1.740877,-4.472595
343.000000,-1.245159,-1.094940,0.135027,0.726900,0.383025,0.436365,0.385242,0.670837,0.457055,0.321546,-3.354022,2.527883,-0.412548,-2.795406,2.833136,-5.933804,4.584278,1.806701,-0.998392,-1.870813,-5.764352,2.744238,-1.742952,-4.477635
344.000000,-1.246206,-1.094949,0.134938,0.728210,0.383322,0.436857,0.384842,0.670847,0.457153,0.321960,-3.356374,2.528305,-0.413106,-2.797315,2.835383,-5.938914,4.589156,1.811045,-0.998677,-1.873484,-5.770181,2.746355,-1.745021,-4.482661
345.000000,-1.247258,-1.094960,0.134850,0.729519,0.383619,0.437348,0.384447,0.670858,0.457250,0.322373,-3.358718,2.528725,-0.413663,-2.799218,2.837625,-5.944003,4.594016,1.815374,-0.998955,-1.876147,-5.775986,2.748463,-1.747085,-4.487672
346.000000,-1.248315,-1.094974,0.134761,0.730826,0.383916,0.437837,0.384057,0.670869,0.457348,0.322784,-3.361054,2.529143,-0.414219,-2.801114,2.839863,-5.949071,4.598859,1.819690,-0.999227,-1.878803,-5.781769,2.750561,-1.749143,-4.492670
347.000000,-1.249378,-1.094990,0.134673,0.732130,0.384213,0.438324,0.383672,0.670880,0.457445,0.323194,-3.363383,2.529558,-0.414774,-2.803003,2.842096,-5.954118,4.603685,1.823991,-0.999492,-1.881451,-5.787529,2.752651,-1.751195,-4.497654
348.000000,-1.250445,-1.095008,0.134584,0.733433,0.384509,0.438811,0.383291,0.670891,0.457542,0.323602,-3.365705,2.529971,-0.415328,-2.804885,2.844326,-5.959144,4.608494,1.828279,-0.999750,-1.884091,-5.793267,2.754731,-1.753242,-4.502625
349.000000,-1.251518,-1.095028,0.134495,0.734734,0.384806,0.439295,0.382915,0.670902,0.457639,0.324009,-3.368019,2.530382,-0.415882,-2.806761,2.846551,-5.964149,4.613286,1.832553,-1.000001,-1.886724,-5.798982,2.756802,-1.755283,-4.507581
350.000000,-1.252596,-1.095051,0.134407,0.736033,0.385103,0.439778,0.382545,0.670913,0.457736,0.324414,-3.370325,2.530790,-0.416434,-2.808630,2.848771,-5.969134,4.618061,1.836814,-1.000246,-1.889349,-5.804675,2.758865,-1.757319,-4.512524
351.000000,-1.253679,-1.095075,0.134318,0.737330,0.385400,0.440260,0.382178,0.670925,0.457833,0.324818,-3.372625,2.531196,-0.416986,-2.810492,2.850988,-5.974098,4.622820,1.841061,-1.000484,-1.891967,-5.810347,2.760918,-1.759349,-4.517454
352.000000,-1.254767,-1.095102,0.134229,0.738625,0.385697,0.440740,0.381817,0.670936,0.457929,0.325220,-3.374916,2.531600,-0.417536,-2.812347,2.853200,-5.979043,4.627563,1.845294,-1.000715,-1.894578,-5.815996,2.762963,-1.761373,-4.522370
353.000000,-1.255860,-1.095131,0.134140,0.739918,0.385993,0.441219,0.381461,0.670948,0.458026,0.325621,-3.377201,2.532002,-0.418086,-2.814196,2.855408,-5.983967,4.632289,1.849515,-1.000940,-1.897181,-5.821624,2.764998,-1.763392,-4.527272
354.000000,-1.256958,-1.095162,0.134051,0.741209,0.386290,0.441696,0.381109,0.670959,0.458122,0.326020,-3.379478,2.532401,-0.418635,-2.816038,2.857611,-5.988872,4.636999,1.853722,-1.001158,-1.899777,-5.827231,2.767026,-1.765406,-4.532162
355.000000,-1.258061,-1.095196,0.133962,0.742498,0.386587,0.442172,0.380762,0.670971,0.458218,0.326418,-3.381749,2.532798,-0.419183,-2.817874,2.859811,-5.993757,4.641693,1.857916,-1.001370,-1.902365,-5.832816,2.769044,-1.767414,-4.537037
356.000000,-1.259169,-1.095231,0.133873,0.743785,0.386884,0.442646,0.380420,0.670982,0.458313,0.326815,-3.384012,2.533193,-0.419731,-2.819703,2.862006,-5.998622,4.646370,1.862097,-1.001575,-1.904946,-5.838380,2.771054,-1.769417,-4.541900
357.000000,-1.260282,-1.095268,0.133784,0.745070,0.387181,0.443119,0.380083,0.670994,0.458409,0.327210,-3.386268,2.533586,-0.420277,-2.821526,2.864197,-6.003468,4.651032,1.866265,-1.001773,-1.907520,-5.843922,2.773056,-1.771415,-4.546750
358.000000,-1.261400,-1.095307,0.133694,0.746353,0.387477,0.443590,0.379750,0.671006,0.458504,0.327604,-3.388516,2.533976,-0.420822,-2.823342,2.866384,-6.008294,4.655678,1.870420,-1.001966,-1.910087,-5.849444,2.775049,-1.773407,-4.551587
359.000000,-1.262522,-1.095349,0.133605,0.747633,0.387774,0.444060,0.379423,0.671017,0.458600,0.327997,-3.390758,2.534365,-0.421367,-2.825152,2.868567,-6.013102,4.660308,1.874562,-1.002151,-1.912647,-5.854945,2.777033,-1.775394,-4.556410
360.000000,-1.263649,-1.095392,0.133516,0.748912,0.388071,0.444529,0.379100,0.671028,0.458695,0.328388,-3.392993,2.534751,-0.421911,-2.826955,2.870746,-6.017890,4.664923,1.878692,-1.002331,-1.915199,-5.860426,2.779010,-1.777376,-4.561221
361.000000,-1.264781,-1.095437,0.133427,0.750188,0.388368,0.444996,0.378782,0.671040,0.458790,0.328779,-3.395221,2.535135,-0.422454,-2.828752,2.872921,-6.022659,4.669522,1.882809,-1.002504,-1.917744,-5.865886,2.780978,-1.779353,-4.566019
362.000000,-1.265918,-1.095484,0.133337,0.751462,0.388665,0.445462,0.378469,0.671051,0.458884,0.329167,-3.397441,2.535517,-0.422996,-2.830543,2.875091,-6.027410,4.674106,1.886913,-1.002671,-1.920283,-5.871326,2.782938,-1.781324,-4.570804
363.000000,-1.267059,-1.095533,0.133248,0.752734,0.388962,0.445927,0.378160,0.671062,0.458979,0.329555,-3.399655,2.535898,-0.423537,-2.832328,2.877258,-6.032142,4.678674,1.891005,-1.002831,-1.922814,-5.876745,2.784889,-1.783291,-4.575576
364.000000,-1.268205,-1.095584,0.133158,0.754004,0.389259,0.446390,0.377857,0.671073,0.459073,0.329941,-3.401862,2.536276,-0.424077,-2.834106,2.879421,-6.036856,4.683227,1.895085,-1.002985,-1.925338,-5.882144,2.786833,-1.785252,-4.580336
365.000000,-1.269355,-1.095637,0.133069,0.755271,0.389557,0.446852,0.377558,0.671084,0.459167,0.330326,-3.404063,2.536652,-0.424616,-2.835879,2.881579,-6.041551,4.687765,1.899152,-1.003133,-1.927855,-5.887524,2.788769,-1.787209,-4.585083
366.000000,-1.270510,-1.095691,0.132980,0.756536,0.389854,0.447312,0.377264,0.671095,0.459261,0.330710,-3.406256,2.537026,-0.425155,-2.837645,2.883734,-6.046228,4.692288,1.903207,-1.003275,-1.930366,-5.892884,2.790697,-1.789160,-4.589817
367.000000,-1.271670,-1.095747,0.132890,0.757799,0.390151,0.447771,0.376975,0.671106,0.459355,0.331092,-3.408443,2.537398,-0.425692,-2.839405,2.885884,-6.050887,4.696796,1.907250,-1.003411,-1.932869,-5.898224,2.792616,-1.791106,-4.594539
368.000000,-1.272834,-1.095806,0.132801,0.759060,0.390449,0.448229,0.376690,0.671116,0.459449,0.331474,-3.410623,2.537768,-0.426229,-2.841159,2.888031,-6.055528,4.701289,1.911280,-1.003541,-1.935366,-5.903544,2.794528,-1.793048,-4.599248
369.000000,-1.274002,-1.095865,0.132711,0.760319,0.390746,0.448685,0.376410,0.671126,0.459542,0.331854,-3.412796,2.538136,-0.426765,-2.842906,2.890173,-6.060152,4.705768,1.915299,-1.003664,-1.937856,-5.908845,2.796433,-1.794984,-4.603946
370.000000,-1.275175,-1.095927,0.132622,0.761575,0.391044,0.449140,0.376136,0.671136,0.459635,0.332233,-3.414963,2.538502,-0.427300,-2.844648,2.892312,-6.064757,4.710231,1.919306,-1.003782,-1.940339,-5.914127,2.798329,-1.796916,-4.608630
