epoca,error,norma_W1,norma_W2
699.000000,3.138296,2.650259,11.601621
700.000000,3.135593,2.651887,11.605317
701.000000,3.132897,2.653514,11.609006
702.000000,3.130209,2.655141,11.612690
703.000000,3.127529,2.656769,11.616367
704.000000,3.124858,2.658396,11.620039
705.000000,3.122194,2.660023,11.623704
706.000000,3.119537,2.661650,11.627364
707.000000,3.116889,2.663278,11.631017
708.000000,3.114248,2.664905,11.634665
709.000000,3.111615,2.666532,11.638306
710.000000,3.108990,2.668159,11.641942
711.000000,3.106372,2.669785,11.645572
712.000000,3.103762,2.671412,11.649196
713.000000,3.101159,2.673039,11.652814
714.000000,3.098564,2.674665,11.656427
715.000000,3.095977,2.676292,11.660033
716.000000,3.093396,2.677918,11.663634
717.000000,3.090824,2.679545,11.667229
718.000000,3.088258,2.681171,11.670818
719.000000,3.085700,2.682797,11.674401
720.000000,3.083150,2.684423,11.677979
721.000000,3.080606,2.686049,11.681551
722.000000,3.078070,2.687675,11.685117
723.000000,3.075541,2.689300,11.688678
724.000000,3.073019,2.690926,11.692233
725.000000,3.070504,2.692551,11.695782
726.000000,3.067997,2.694176,11.699326
727.000000,3.065496,2.695802,11.702864
728.000000,3.063003,2.697427,11.706396
729.000000,3.060516,2.699051,11.709923
730.000000,3.058037,2.700676,11.713444
731.000000,3.055564,2.702301,11.716960
732.000000,3.053098,2.703925,11.720470
733.000000,3.050639,2.705549,11.723974
734.000000,3.048187,2.707174,11.727474
735.000000,3.045742,2.708797,11.730967
736.000000,3.043304,2.710421,11.734455
737.000000,3.040872,2.712045,11.737938
738.000000,3.038447,2.713668,11.741415
739.000000,3.036029,2.715291,11.744887
740.000000,3.033617,2.716915,11.748353
741.000000,3.031212,2.718537,11.751814
742.000000,3.028814,2.720160,11.755270
743.000000,3.026422,2.721783,11.758720
744.000000,3.024037,2.723405,11.762165
745.000000,3.021658,2.725027,11.765605
746.000000,3.019285,2.726649,11.769039
747.000000,3.016919,2.728270,11.772468
748.000000,3.014560,2.729892,11.775892
749.000000,3.012207,2.731513,11.779310
750.000000,3.009860,2.733134,11.782723
751.000000,3.007520,2.734755,11.786131
752.000000,3.005185,2.736376,11.789534
753.000000,3.002857,2.737996,11.792931
754.000000,3.000536,2.739616,11.796323
755.000000,2.998220,2.741236,11.799710
756.000000,2.995911,2.742856,11.803092
757.000000,2.993608,2.744475,11.806469
758.000000,2.991311,2.746094,11.809840
759.000000,2.989020,2.747713,11.813206
760.000000,2.986735,2.749332,11.816568
761.000000,2.984456,2.750950,11.819924
762.000000,2.982184,2.752568,11.823275
763.000000,2.979917,2.754186,11.826621
764.000000,2.977656,2.755804,11.829962
765.000000,2.975401,2.757421,11.833298
766.000000,2.973152,2.759038,11.836628
767.000000,2.970909,2.760655,11.839954
768.000000,2.968672,2.762271,11.843275
769.000000,2.966441,2.763887,11.846591
770.000000,2.964215,2.765503,11.849901
771.000000,2.961995,2.767119,11.853207
772.000000,2.959781,2.768734,11.856508
773.000000,2.957573,2.770349,11.859804
774.000000,2.955370,2.771964,11.863095
775.000000,2.953174,2.773578,11.866381
776.000000,2.950982,2.775192,11.869662
777.000000,2.948797,2.776806,11.872939
778.000000,2.946617,2.778420,11.876210
779.000000,2.944442,2.780033,11.879477
780.000000,2.942273,2.781645,11.882738
781.000000,2.940110,2.783258,11.885995
782.000000,2.937952,2.784870,11.889247
783.000000,2.935800,2.786482,11.892494
784.000000,2.933653,2.788093,11.895737
785.000000,2.931512,2.789704,11.898974
786.000000,2.929376,2.791315,11.902207
787.000000,2.927245,2.792926,11.905435
788.000000,2.925120,2.794536,11.908659
789.000000,2.923000,2.796145,11.911877
790.000000,2.920885,2.797755,11.915091
791.000000,2.918776,2.799364,11.918300
792.000000,2.916672,2.800972,11.921505
793.000000,2.914573,2.802581,11.924705
794.000000,2.912480,2.804189,11.927900
795.000000,2.910391,2.805796,11.931090
796.000000,2.908308,2.807403,11.934276
797.000000,2.906230,2.809010,11.937457
798.000000,2.904157,2.810616,11.940634
799.000000,2.902090,2.812222,11.943806
800.000000,2.900027,2.813828,11.946973
801.000000,2.897970,2.815433,11.950136
802.000000,2.895917,2.817038,11.953294
803.000000,2.893870,2.818642,11.956448
804.000000,2.891827,2.820246,11.959597
805.000000,2.889790,2.821850,11.962741
806.000000,2.887758,2.823453,11.965881
807.000000,2.885730,2.825056,11.969017
808.000000,2.883708,2.826658,11.972148
809.000000,2.881690,2.828260,11.975274
810.000000,2.879677,2.829862,11.978396
811.000000,2.877669,2.831463,11.981513
812.000000,2.875666,2.833063,11.984627
813.000000,2.873668,2.834664,11.987735
814.000000,2.871675,2.836263,11.990839
815.000000,2.869686,2.837863,11.993939
816.000000,2.867702,2.839462,11.997034
817.000000,2.865723,2.841060,12.000125
818.000000,2.863749,2.842658,12.003212
819.000000,2.861779,2.844256,12.006294
820.000000,2.859814,2.845853,12.009372
821.000000,2.857854,2.847449,12.012445
822.000000,2.855899,2.849046,12.015514
823.000000,2.853948,2.850641,12.018579
824.000000,2.852001,2.852237,12.021639
825.000000,2.850059,2.853831,12.024695
826.000000,2.848122,2.855426,12.027747
827.000000,2.846190,2.857020,12.030794
828.000000,2.844262,2.858613,12.033838
829.000000,2.842338,2.860206,12.036877
830.000000,2.840419,2.861798,12.039911
831.000000,2.838504,2.863390,12.042942
832.000000,2.836594,2.864982,12.045968
833.000000,2.834689,2.866573,12.048990
834.000000,2.832788,2.868163,12.052007
835.000000,2.830891,2.869753,12.055021
836.000000,2.828998,2.871342,12.058030
837.000000,2.827110,2.872931,12.061035
838.000000,2.825227,2.874520,12.064036
839.000000,2.823347,2.876108,12.067033
840.000000,2.821472,2.877695,12.070026
841.000000,2.819602,2.879282,12.073014
842.000000,2.817735,2.880868,12.075999
843.000000,2.815873,2.882454,12.078979
844.000000,2.814015,2.884040,12.081955
845.000000,2.812162,2.885625,12.084927
846.000000,2.810312,2.887209,12.087895
847.000000,2.808467,2.888793,12.090859
848.000000,2.806626,2.890376,12.093818
849.000000,2.804789,2.891959,12.096774
850.000000,2.802957,2.893541,12.099726
851.000000,2.801128,2.895122,12.102673
852.000000,2.799304,2.896704,12.105617
853.000000,2.797484,2.898284,12.108556
854.000000,2.795667,2.899864,12.111492
855.000000,2.793855,2.901444,12.114424
856.000000,2.792047,2.903022,12.117351
857.000000,2.790243,2.904601,12.120275
858.000000,2.788443,2.906179,12.123194
859.000000,2.786647,2.907756,12.126110
860.000000,2.784855,2.909333,12.129021
861.000000,2.783067,2.910909,12.131929
862.000000,2.781283,2.912484,12.134833
863.000000,2.779503,2.914059,12.137733
864.000000,2.777727,2.915634,12.140629
865.000000,2.775955,2.917207,12.143521
866.000000,2.774187,2.918781,12.146409
867.000000,2.772422,2.920353,12.149293
868.000000,2.770662,2.921925,12.152173
869.000000,2.768905,2.923497,12.155050
870.000000,2.767152,2.925068,12.157922
871.000000,2.765403,2.926638,12.160791
872.000000,2.763658,2.928208,12.163656
873.000000,2.761917,2.929777,12.166517
874.000000,2.760179,2.931346,12.169374
875.000000,2.758445,2.932914,12.172228
876.000000,2.756715,2.934481,12.175077
877.000000,2.754989,2.936048,12.177923
878.000000,2.753266,2.937614,12.180765
879.000000,2.751547,2.939180,12.183604
880.000000,2.749832,2.940745,12.186438
881.000000,2.748121,2.942309,12.189269
882.000000,2.746413,2.943873,12.192096
883.000000,2.744709,2.945436,12.194919
884.000000,2.743008,2.946998,12.197739
885.000000,2.741312,2.948560,12.200555
886.000000,2.739618,2.950121,12.203367
887.000000,2.737929,2.951682,12.206175
888.000000,2.736243,2.953242,12.208980
889.000000,2.734560,2.954801,12.211781
890.000000,2.732881,2.956360,12.214578
891.000000,2.731206,2.957918,12.217372
892.000000,2.729534,2.959476,12.220162
893.000000,2.727866,2.961033,12.222948
894.000000,2.726201,2.962589,12.225731
895.000000,2.724540,2.964145,12.228510
896.000000,2.722882,2.965700,12.231285
897.000000,2.721228,2.967254,12.234057
898.000000,2.719577,2.968808,12.236825
899.000000,2.717929,2.970361,12.239590
900.000000,2.716285,2.971913,12.242351
901.000000,2.714645,2.973465,12.245108
902.000000,2.713007,2.975016,12.247862
903.000000,2.711374,2.976566,12.250612
904.000000,2.709743,2.978116,12.253359
905.000000,2.708116,2.979665,12.256102
906.000000,2.706493,2.981214,12.258842
907.000000,2.704872,2.982762,12.261578
908.000000,2.703255,2.984309,12.264310
909.000000,2.701642,2.985855,12.267039
910.000000,2.700031,2.987401,12.269765
911.000000,2.698424,2.988946,12.272487
912.000000,2.696821,2.990491,12.275205
913.000000,2.695220,2.992035,12.277920
914.000000,2.693623,2.993578,12.280632
915.000000,2.692029,2.995120,12.283340
916.000000,2.690438,2.996662,12.286045
917.000000,2.688851,2.998203,12.288746
918.000000,2.687266,2.999744,12.291444
919.000000,2.685685,3.001283,12.294138
920.000000,2.684107,3.002822,12.296829
921.000000,2.682533,3.004361,12.299516
922.000000,2.680961,3.005899,12.302200
923.000000,2.679393,3.007436,12.304881
924.000000,2.677827,3.008972,12.307558
925.000000,2.676265,3.010508,12.310232
926.000000,2.674706,3.012043,12.312902
927.000000,2.673150,3.013577,12.315569
928.000000,2.671598,3.015111,12.318233
929.000000,2.670048,3.016643,12.320893
930.000000,2.668501,3.018176,12.323550
931.000000,2.666958,3.019707,12.326204
932.000000,2.665417,3.021238,12.328854
933.000000,2.663880,3.022768,12.331501
934.000000,2.662345,3.024298,12.334145
935.000000,2.660814,3.025826,12.336785
936.000000,2.659286,3.027354,12.339422
937.000000,2.657760,3.028882,12.342056
938.000000,2.656238,3.030408,12.344686
939.000000,2.654719,3.031934,12.347314
940.000000,2.653202,3.033459,12.349937
941.000000,2.651689,3.034984,12.352558
942.000000,2.650178,3.036508,12.355175
943.000000,2.648671,3.038031,12.357789
944.000000,2.647166,3.039553,12.360400
945.000000,2.645664,3.041075,12.363008
946.000000,2.644165,3.042596,12.365612
947.000000,2.642670,3.044116,12.368213
948.000000,2.641176,3.045635,12.370811
949.000000,2.639686,3.047154,12.373406
950.000000,2.638199,3.048672,12.375998
951.000000,2.636715,3.050189,12.378586
952.000000,2.635233,3.051706,12.381171
953.000000,2.633754,3.053222,12.383753
954.000000,2.632278,3.054737,12.386332
955.000000,2.630805,3.056251,12.388907
956.000000,2.629335,3.057765,12.391480
957.000000,2.627868,3.059278,12.394049
958.000000,2.626403,3.060790,12.396615
959.000000,2.624941,3.062302,12.399178
960.000000,2.623482,3.063813,12.401738
961.000000,2.622025,3.065323,12.404295
962.000000,2.620572,3.066832,12.406849
963.000000,2.619121,3.068341,12.409399
964.000000,2.617673,3.069849,12.411947
965.000000,2.616227,3.071356,12.414491
966.000000,2.614785,3.072862,12.417032
967.000000,2.613345,3.074368,12.419570
968.000000,2.611907,3.075873,12.422105
969.000000,2.610473,3.077377,12.424637
970.000000,2.609041,3.078880,12.427166
971.000000,2.607612,3.080383,12.429692
972.000000,2.606185,3.081885,12.432215
973.000000,2.604761,3.083386,12.434735
974.000000,2.603340,3.084886,12.437252
975.000000,2.601921,3.086386,12.439766
976.000000,2.600505,3.087885,12.442276
977.000000,2.599091,3.089383,12.444784
978.000000,2.597681,3.090881,12.447289
979.000000,2.596272,3.092378,12.449790
980.000000,2.594867,3.093874,12.452289
981.000000,2.593464,3.095369,12.454785
982.000000,2.592063,3.096863,12.457277
983.000000,2.590665,3.098357,12.459767
984.000000,2.589270,3.099850,12.462254
985.000000,2.587877,3.101342,12.464738
986.000000,2.586487,3.102834,12.467219
987.000000,2.585099,3.104324,12.469697
988.000000,2.583714,3.105814,12.472172
989.000000,2.582331,3.107304,12.474644
990.000000,2.580950,3.108792,12.477113
991.000000,2.579573,3.110280,12.479579
992.000000,2.578197,3.111767,12.482042
993.000000,2.576825,3.113253,12.484503
994.000000,2.575454,3.114738,12.486960
995.000000,2.574086,3.116223,12.489415
996.000000,2.572721,3.117707,12.491866
997.000000,2.571358,3.119190,12.494315
998.000000,2.569998,3.120673,12.496761
999.000000,2.568639,3.122154,12.499204
1000.000000,2.567284,3.123635,12.501644
